,train_acc,train_loss,train_miou,train_class_acc,val_acc,val_loss,val_miou,val_class_acc
137,0.9806696557350453,0.31829089800516763,0.9623430822538446,[0.98066966 0.99702227],0.8948906588829293,0.3436519781748454,0.8174397833435935,[0.89489066 0.98262014]
138,0.9806996347882582,0.31828074842691423,0.9623929388780375,[0.98069963 0.99702766],0.8928222410662454,0.34393014510472614,0.8157828398081174,[0.89282224 0.98279218]
139,0.9808222571653208,0.31825120975573856,0.962619828217132,[0.98082226 0.99704381],0.8939518302625555,0.34383612473805747,0.8168628528696692,[0.89395183 0.9828719 ]
140,0.9808986850327731,0.31821957578261695,0.9628513318152239,[0.98089869 0.99706725],0.8902572997064888,0.34376747806866964,0.815259261247058,[0.8902573  0.98337059]
141,0.9809621626196027,0.318211767077446,0.9628921743208756,[0.98096216 0.9970696 ],0.8938276446652936,0.3437508106231689,0.8176628658414292,[0.89382764 0.98298704]
142,0.9811272719315259,0.31817574381828306,0.9631996206623463,[0.98112727 0.99709029],0.891368726909154,0.3440529783566793,0.8152012621395842,[0.89136873 0.98287721]
143,0.9812400339119199,0.31814863314231234,0.9634204510224038,[0.98124003 0.99710655],0.8921471121432081,0.3439323405424754,0.8158335630127785,[0.89214711 0.98310564]
144,0.9813341156238211,0.31812194049358367,0.9636485580663368,[0.98133412 0.99712773],0.8928717693296551,0.34375242590904237,0.8166747912477739,[0.89287177 0.98313562]
145,0.9813766923970771,0.31810488442579904,0.9637090156628108,[0.98137669 0.99713419],0.8911745455131441,0.34408942659695946,0.8143106050899412,[0.89117455 0.98280211]
146,0.9814146135342886,0.3180984064936638,0.9637766146442491,[0.98141461 0.99713883],0.8920208256932044,0.34403084715207416,0.815220433005097,[0.89202083 0.98277995]
147,0.9815697657802224,0.31806625952323275,0.9640488247257923,[0.98156977 0.99715599],0.8956666147016681,0.34376980861028034,0.817321267809644,[0.89566661 0.98250589]
148,0.9816442612146297,0.31804039438565573,0.9642064179837129,[0.98164426 0.99717395],0.8906659420920068,0.343912676970164,0.8158441533604371,[0.89066594 0.98323197]
149,0.981738294821803,0.3180167834957441,0.9644003861383148,[0.98173829 0.99718945],0.891969123988879,0.34394663174947104,0.8161869888996329,[0.89196912 0.98307423]
150,0.9824412628017535,0.31784787187973657,0.9657442270727241,[0.98244126 0.99729924],0.8932122126640073,0.3438178519407908,0.8172068211714971,[0.89321221 0.98309959]
151,0.9833953014523538,0.3176250906785329,0.9676271194795468,[0.9833953  0.99745356],0.893392783185808,0.344017368555069,0.8152986722555199,[0.89339278 0.98256837]
152,0.9837721419136932,0.3175486990809441,0.9683350072661072,[0.98377214 0.99750749],0.8944757037922068,0.34403432011604307,0.8166876003829854,[0.8944757  0.98264316]
153,0.9839071230291584,0.3175206090013186,0.9686061891014541,[0.98390712 0.99752993],0.8929014759745226,0.34414355556170145,0.8159624696459999,[0.89290148 0.98279254]
154,0.9839020506617665,0.3175151506066322,0.968608999856877,[0.98390205 0.99753212],0.8916400896884417,0.34410133759180705,0.8152915220890287,[0.89164009 0.98286139]
155,0.9839088638689126,0.31751820782820384,0.9685841705491286,[0.98390886 0.99752547],0.8922253734069724,0.3441897948582967,0.8150839243040211,[0.89222537 0.98270797]
